0 5748
5000 1112
10000 552
15000 277
20000 201
25000 146
30000 129
35000 94
40000 111
45000 140
50000 66
55000 110
60000 64
65000 42
70000 52
75000 42
80000 15
85000 30
90000 16
95000 16
100000 28
105000 34
110000 35
115000 26
120000 24
125000 64
130000 18
135000 18
140000 24
145000 804
